income,labour,national,act,actRebate,tpm,top,greens
928000,0.369,0.367,0.272,0.272,0.432,0.412,0.420
929000,0.369,0.367,0.272,0.272,0.433,0.412,0.420
930000,0.369,0.368,0.272,0.272,0.433,0.412,0.420
931000,0.369,0.368,0.272,0.272,0.433,0.412,0.420
932000,0.369,0.368,0.272,0.272,0.433,0.412,0.420
933000,0.369,0.368,0.272,0.272,0.433,0.412,0.420
934000,0.369,0.368,0.272,0.272,0.433,0.412,0.421
935000,0.369,0.368,0.272,0.272,0.433,0.412,0.421
936000,0.369,0.368,0.272,0.272,0.433,0.412,0.421
937000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
938000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
939000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
940000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
941000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
942000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
943000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
944000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
945000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
946000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
947000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
948000,0.369,0.368,0.272,0.272,0.433,0.413,0.421
949000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
950000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
951000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
952000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
953000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
954000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
955000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
956000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
957000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
958000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
959000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
960000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
961000,0.369,0.368,0.272,0.272,0.434,0.413,0.421
962000,0.369,0.368,0.272,0.272,0.434,0.414,0.421
963000,0.369,0.368,0.272,0.272,0.434,0.414,0.421
964000,0.369,0.368,0.272,0.272,0.434,0.414,0.421
965000,0.369,0.368,0.272,0.272,0.434,0.414,0.421
966000,0.369,0.368,0.272,0.272,0.434,0.414,0.421
967000,0.369,0.368,0.272,0.272,0.434,0.414,0.422
968000,0.369,0.368,0.272,0.272,0.434,0.414,0.422
969000,0.369,0.368,0.272,0.272,0.434,0.414,0.422
970000,0.370,0.368,0.272,0.272,0.435,0.414,0.422
971000,0.370,0.368,0.272,0.272,0.435,0.414,0.422
972000,0.370,0.368,0.272,0.272,0.435,0.414,0.422
973000,0.370,0.368,0.272,0.272,0.435,0.414,0.422
974000,0.370,0.369,0.272,0.272,0.435,0.414,0.422
975000,0.370,0.369,0.272,0.272,0.435,0.414,0.422
976000,0.370,0.369,0.272,0.272,0.435,0.414,0.422
977000,0.370,0.369,0.272,0.272,0.435,0.414,0.422
978000,0.370,0.369,0.272,0.272,0.435,0.414,0.422
979000,0.370,0.369,0.272,0.272,0.435,0.414,0.422
980000,0.370,0.369,0.273,0.273,0.435,0.414,0.422
981000,0.370,0.369,0.273,0.273,0.435,0.414,0.422
982000,0.370,0.369,0.273,0.273,0.435,0.414,0.422
983000,0.370,0.369,0.273,0.273,0.435,0.414,0.422
984000,0.370,0.369,0.273,0.273,0.435,0.414,0.422
985000,0.370,0.369,0.273,0.273,0.435,0.414,0.422
986000,0.370,0.369,0.273,0.273,0.435,0.414,0.422
987000,0.370,0.369,0.273,0.273,0.435,0.414,0.422
988000,0.370,0.369,0.273,0.273,0.435,0.414,0.422
989000,0.370,0.369,0.273,0.273,0.435,0.415,0.422
990000,0.370,0.369,0.273,0.273,0.435,0.415,0.422
991000,0.370,0.369,0.273,0.273,0.435,0.415,0.422
992000,0.370,0.369,0.273,0.273,0.436,0.415,0.422
993000,0.370,0.369,0.273,0.273,0.436,0.415,0.422
994000,0.370,0.369,0.273,0.273,0.436,0.415,0.422
995000,0.370,0.369,0.273,0.273,0.436,0.415,0.422
996000,0.370,0.369,0.273,0.273,0.436,0.415,0.422
997000,0.370,0.369,0.273,0.273,0.436,0.415,0.422
998000,0.370,0.369,0.273,0.273,0.436,0.415,0.422
999000,0.370,0.369,0.273,0.273,0.436,0.415,0.422
1000000,0.370,0.369,0.273,0.273,0.436,0.415,0.422
